 # E/cm^-1, MCD-term (au), MCD-term (D**2)
 # Symmetry            1
    0.576730000000000E+03    0.000000000000000E+00    0.000000000000000E+00
    0.119552100000000E+05    0.481200000000000E-04    0.310910000000000E-03
    0.124427100000000E+05   -0.245200000000000E-04   -0.158440000000000E-03
    0.131511100000000E+05    0.146400000000000E-04    0.946000000000000E-04
    0.131810300000000E+05   -0.243200000000000E-04   -0.157090000000000E-03
    0.134716000000000E+05    0.993700000000000E-04    0.641950000000000E-03
    0.140960500000000E+05   -0.209250000000000E-03   -0.135184000000000E-02
    0.147432500000000E+05    0.725000000000000E-05    0.468100000000000E-04
    0.147953400000000E+05   -0.175800000000000E-04   -0.113580000000000E-03
    0.150152500000000E+05   -0.300780000000000E-03   -0.194317000000000E-02
    0.166386500000000E+05   -0.279365700000000E-01   -0.180483490000000E+00
    0.167974900000000E+05    0.179500000000000E-03    0.115968000000000E-02
    0.169116900000000E+05   -0.168464600000000E-01   -0.108836110000000E+00
    0.170094600000000E+05    0.182350000000000E-03    0.117808000000000E-02
    0.185843700000000E+05   -0.127011000000000E-02   -0.820553000000000E-02
    0.187565800000000E+05    0.138090000000000E-03    0.892140000000000E-03
    0.189673400000000E+05   -0.575393670000000E+00   -0.371731599000000E+01
    0.189945800000000E+05    0.796200000000000E-04    0.514380000000000E-03
    0.191904600000000E+05    0.586873380000000E+00    0.379148037000000E+01
    0.195251600000000E+05   -0.594088060000000E+00   -0.383809061000000E+01
    0.197597600000000E+05    0.584664630000000E+00    0.377721079000000E+01
    0.206863400000000E+05   -0.640554000000000E-02   -0.413828100000000E-01
    0.210108600000000E+05    0.130211600000000E-01    0.841228500000000E-01
    0.214694100000000E+05    0.174591000000000E-02    0.112794200000000E-01
    0.217173600000000E+05   -0.307910000000000E-03   -0.198924000000000E-02
    0.222767600000000E+05   -0.129330000000000E-03   -0.835520000000000E-03
    0.226972600000000E+05    0.261770000000000E-03    0.169114000000000E-02
    0.231466800000000E+05    0.165800000000000E-04    0.107130000000000E-03
    0.233873000000000E+05   -0.200200000000000E-04   -0.129320000000000E-03
    0.241986500000000E+05   -0.371560000000000E-03   -0.240043000000000E-02
    0.248558400000000E+05    0.154521000000000E-02    0.998278000000000E-02
    0.255208000000000E+05   -0.428465965000000E+01   -0.276809333300000E+02
    0.255564400000000E+05   -0.881294137000000E+01   -0.569357808400000E+02
    0.257435400000000E+05    0.293145000000000E-02    0.189385500000000E-01
    0.260619800000000E+05    0.130759461900000E+02    0.844768137300000E+02
    0.261274600000000E+05   -0.131404360800000E+02   -0.848934489700000E+02
    0.268243400000000E+05    0.126707499000000E+02    0.818590534900000E+02
    0.272571700000000E+05    0.383273230000000E+00    0.247612682000000E+01
    0.290964300000000E+05    0.806314000000000E-02    0.520917000000000E-01
    0.293379500000000E+05   -0.896682600000000E-01   -0.579299470000000E+00
    0.294965500000000E+05    0.258914000000000E-02    0.167270400000000E-01
    0.296096300000000E+05   -0.134955900000000E-01   -0.871879300000000E-01
    0.296921800000000E+05   -0.157959000000000E-02   -0.102048800000000E-01
    0.299526200000000E+05   -0.230441800000000E-01   -0.148876340000000E+00
    0.300806800000000E+05    0.116530000000000E-03    0.752850000000000E-03
    0.304273700000000E+05   -0.192226000000000E-02   -0.124187000000000E-01
    0.310352000000000E+05    0.217728700000000E-01    0.140663080000000E+00
    0.311975400000000E+05    0.266942480000000E+00    0.172457500000000E+01
    0.318823600000000E+05   -0.300623380000000E+00   -0.194216961000000E+01
    0.319307500000000E+05    0.731980000000000E-03    0.472895000000000E-02
    0.319518100000000E+05    0.222675040000000E+00    0.143858635000000E+01
    0.320843800000000E+05   -0.522700000000000E-04   -0.337690000000000E-03
    0.320967100000000E+05   -0.814908000000000E-02   -0.526469100000000E-01
    0.324793000000000E+05   -0.502937820000000E+00   -0.324921683000000E+01
    0.328151900000000E+05    0.187770000000000E-03    0.121308000000000E-02
    0.329454100000000E+05    0.442798000000000E-02    0.286068700000000E-01
    0.330225400000000E+05    0.393464000000000E-02    0.254196700000000E-01
    0.331026500000000E+05   -0.140150000000000E-03   -0.905410000000000E-03
    0.331795900000000E+05   -0.344300000000000E-04   -0.222460000000000E-03
    0.331940200000000E+05    0.469900000000000E-04    0.303560000000000E-03
    0.333752400000000E+05   -0.114033000000000E-02   -0.736707000000000E-02
    0.334857700000000E+05   -0.100000000000000E-06   -0.620000000000000E-06
    0.335881000000000E+05    0.290990000000000E-03    0.187995000000000E-02
    0.337084700000000E+05    0.124486600000000E-01    0.804242700000000E-01
    0.337649300000000E+05   -0.807100000000000E-03   -0.521428000000000E-02
    0.338210800000000E+05   -0.144811000000000E-02   -0.935550000000000E-02
    0.339453900000000E+05    0.489376300000000E-01    0.316160320000000E+00
    0.340538700000000E+05    0.612000000000000E-04    0.395390000000000E-03
    0.342135200000000E+05   -0.548947000000000E-02   -0.354645700000000E-01
    0.346177900000000E+05    0.104020000000000E-03    0.672040000000000E-03
    0.348584600000000E+05   -0.905000000000000E-05   -0.584700000000000E-04
    0.349140000000000E+05   -0.235000000000000E-04   -0.151840000000000E-03
    0.349339300000000E+05   -0.156037065000000E+01   -0.100807344100000E+02
    0.351204300000000E+05    0.891174000000000E-02    0.575740800000000E-01
    0.352781900000000E+05    0.870264960000000E+00    0.562232440000000E+01
    0.352820900000000E+05    0.719593180000000E+00    0.464891319000000E+01
    0.353923600000000E+05    0.125200000000000E-02    0.808849000000000E-02
    0.354540800000000E+05   -0.103916400000000E-01   -0.671349500000000E-01
    0.354999700000000E+05    0.680480000000000E-03    0.439621000000000E-02
    0.355774300000000E+05   -0.185730200000000E-01   -0.119990500000000E+00
    0.356124600000000E+05   -0.155140590000000E+01   -0.100228178600000E+02
    0.357506900000000E+05    0.677584080000000E+00    0.437751451000000E+01
    0.358586400000000E+05    0.156269611000000E+01    0.100957580100000E+02
    0.359398200000000E+05   -0.309134000000000E-02   -0.199715500000000E-01
    0.365422100000000E+05   -0.897445900000000E-01   -0.579792620000000E+00
    0.373195500000000E+05    0.301400000000000E-04    0.194700000000000E-03
    0.373602700000000E+05   -0.235067000000000E-02   -0.151864100000000E-01
    0.375624500000000E+05   -0.619538000000000E-02   -0.400251100000000E-01
    0.376378400000000E+05    0.363300000000000E-04    0.234720000000000E-03
    0.376412300000000E+05   -0.715880000000000E-03   -0.462494000000000E-02
    0.378361900000000E+05   -0.152320000000000E-03   -0.984080000000000E-03
    0.379068500000000E+05    0.161270000000000E-02    0.104188100000000E-01
    0.380296800000000E+05   -0.537670000000000E-03   -0.347361000000000E-02
    0.381056400000000E+05   -0.707100000000000E-03   -0.456819000000000E-02
    0.382267100000000E+05   -0.107217600000000E-01   -0.692676500000000E-01
