 # E/cm^-1, MCD-term (au), MCD-term (D**2)
 # Symmetry            1
    0.183700000000000E+02    0.000000000000000E+00    0.000000000000000E+00
    0.367400000000000E+02    0.000000000000000E+00    0.000000000000000E+00
    0.551200000000000E+02    0.000000000000000E+00    0.000000000000000E+00
    0.153847500000000E+05   -0.431345000000000E-02   -0.278669500000000E-01
    0.154073800000000E+05   -0.430791000000000E-02   -0.278311500000000E-01
    0.156848900000000E+05    0.475250000000000E-02    0.307034100000000E-01
    0.157043800000000E+05    0.473050000000000E-02    0.305612800000000E-01
    0.159748300000000E+05   -0.859452000000000E-02   -0.555246900000000E-01
    0.159951800000000E+05   -0.869406000000000E-02   -0.561677500000000E-01
    0.159993200000000E+05    0.231744000000000E-02    0.149717600000000E-01
    0.160207900000000E+05    0.238508000000000E-02    0.154087300000000E-01
    0.177291300000000E+05   -0.163969600000000E-01   -0.105932170000000E+00
    0.177825200000000E+05   -0.123666100000000E-01   -0.798941900000000E-01
    0.180414200000000E+05    0.309950000000000E-03    0.200245000000000E-02
    0.181310900000000E+05    0.284576000000000E-02    0.183849400000000E-01
    0.182781300000000E+05    0.584295300000000E-01    0.377482460000000E+00
    0.183238400000000E+05   -0.554824100000000E-01   -0.358442680000000E+00
    0.183864300000000E+05   -0.817916000000000E-02   -0.528412300000000E-01
    0.184074500000000E+05    0.169266200000000E-01    0.109354010000000E+00
    0.185926300000000E+05    0.140535210000000E+00    0.907924080000000E+00
    0.186066500000000E+05    0.813689500000000E-01    0.525682030000000E+00
    0.186798000000000E+05   -0.409237680000000E+00   -0.264386949000000E+01
    0.186968000000000E+05   -0.510785800000000E+00   -0.329991851000000E+01
    0.189565100000000E+05    0.695611000000000E-02    0.449397700000000E-01
    0.190483900000000E+05   -0.100744500000000E-01   -0.650857100000000E-01
    0.190798600000000E+05    0.269340800000000E-01    0.174006950000000E+00
    0.190869200000000E+05   -0.593742500000000E-01   -0.383585810000000E+00
    0.224802500000000E+05   -0.131071800000000E-01   -0.846785900000000E-01
    0.226534000000000E+05   -0.380826000000000E-01   -0.246031680000000E+00
    0.226670500000000E+05    0.234006100000000E-01    0.151179010000000E+00
    0.227914500000000E+05   -0.214175700000000E-01   -0.138367640000000E+00
    0.228229400000000E+05    0.159030500000000E-01    0.102741240000000E+00
    0.228285700000000E+05   -0.237400200000000E-01   -0.153371810000000E+00
    0.228851200000000E+05    0.176191500000000E-01    0.113828080000000E+00
    0.236553600000000E+05   -0.136904100000000E-01   -0.884465600000000E-01
    0.236651300000000E+05   -0.155476000000000E-02   -0.100444800000000E-01
    0.237025000000000E+05    0.165221500000000E-01    0.106740910000000E+00
    0.237904400000000E+05    0.243163000000000E-02    0.157094900000000E-01
    0.240228500000000E+05    0.727200000000000E-04    0.469820000000000E-03
    0.241606300000000E+05   -0.159393000000000E-02   -0.102975600000000E-01
    0.242306800000000E+05    0.362059000000000E-02    0.233907000000000E-01
    0.243041500000000E+05   -0.803530000000000E-03   -0.519116000000000E-02
    0.251080700000000E+05   -0.699678100000000E-01   -0.452025210000000E+00
    0.251185600000000E+05    0.102939710000000E+00    0.665039320000000E+00
    0.252408800000000E+05   -0.337150200000000E-01   -0.217814990000000E+00
    0.252685500000000E+05    0.433012000000000E-01    0.279746270000000E+00
    0.254059400000000E+05   -0.217091000000000E-02   -0.140251000000000E-01
    0.254163400000000E+05    0.192371201800000E+02    0.124280919620000E+03
    0.254238800000000E+05    0.339564540000000E+00    0.219374799000000E+01
    0.254315700000000E+05    0.190936236400000E+02    0.123353863960000E+03
    0.255123300000000E+05   -0.198682500000000E-01   -0.128358340000000E+00
    0.255812300000000E+05    0.207154700000000E-01    0.133831780000000E+00
    0.256552700000000E+05    0.921858000000000E+00    0.595563987000000E+01
    0.257114100000000E+05   -0.187770446900000E+02   -0.121308613810000E+03
    0.257419000000000E+05   -0.186933174100000E+02   -0.120767695820000E+03
    0.257575700000000E+05    0.809255020000000E+00    0.522817122000000E+01
    0.258313700000000E+05   -0.192165882000000E+02   -0.124148273320000E+03
    0.258351200000000E+05   -0.183852192400000E+02   -0.118777235550000E+03
    0.259025900000000E+05    0.188819802700000E+02    0.121986547380000E+03
    0.259160500000000E+05    0.192090643500000E+02    0.124099665690000E+03
    0.259208900000000E+05   -0.122922791000000E+01   -0.794139529000000E+01
    0.259908500000000E+05   -0.518150010000000E+00   -0.334749478000000E+01
